withdrawal_amount,channel_deviation_score,velocity_10m,velocity_24h,distance_from_last_terminal_km,is_off_hours,failed_auth_attempts,amount_to_avg_ratio,pattern_name,is_fraud
3200.0,0.0455,0,1,3.25,0,0,1.39,Normal Baseline Cash Withdrawal,0
1500.0,0.012,0,4,1.6,0,1,0.33,Normal Baseline Cash Withdrawal,0
1000.0,0.0512,0,2,1.64,0,0,0.26,Normal Baseline Cash Withdrawal,0
2800.0,0.0388,0,0,2.58,0,0,0.62,Normal Baseline Cash Withdrawal,0
1500.0,0.0124,0,0,2.32,0,0,0.5,Normal Baseline Cash Withdrawal,0
2100.0,0.0763,0,0,3.03,0,0,0.63,Normal Baseline Cash Withdrawal,0
1500.0,0.0108,0,0,0.39,0,0,0.33,Normal Baseline Cash Withdrawal,0
700.0,0.063,0,0,6.91,0,0,0.3,Normal Baseline Cash Withdrawal,0
2600.0,0.0073,0,1,0.1,0,0,0.98,Normal Baseline Cash Withdrawal,0
2300.0,0.0777,0,1,3.42,0,0,0.74,Normal Baseline Cash Withdrawal,0
900.0,0.0325,0,2,1.83,0,0,0.35,Normal Baseline Cash Withdrawal,0
1600.0,0.0028,0,0,3.35,0,0,0.4,Normal Baseline Cash Withdrawal,0
1800.0,0.0018,0,2,1.01,0,0,0.65,Normal Baseline Cash Withdrawal,0
2900.0,0.0696,0,0,1.81,0,0,0.76,Normal Baseline Cash Withdrawal,0
1400.0,0.0823,0,0,3.88,0,0,0.43,Normal Baseline Cash Withdrawal,0
5300.0,0.0451,0,2,12.01,0,0,1.82,Normal Baseline Cash Withdrawal,0
2800.0,0.0812,0,1,2.91,0,0,1.04,Normal Baseline Cash Withdrawal,0
4800.0,0.0499,0,2,2.2,0,0,1.1,Normal Baseline Cash Withdrawal,0
8500.0,0.041,0,1,2.72,0,0,2.95,Normal Baseline Cash Withdrawal,0
3700.0,0.0358,0,1,1.86,0,0,0.9,Normal Baseline Cash Withdrawal,0
700.0,0.0045,0,2,0.31,0,0,0.19,Normal Baseline Cash Withdrawal,0
9000.0,0.04,0,0,3.58,0,0,2.01,Normal Baseline Cash Withdrawal,0
2700.0,0.011,1,2,0.39,0,0,0.93,Normal Baseline Cash Withdrawal,0
3200.0,0.0027,0,1,12.2,0,0,1.07,Normal Baseline Cash Withdrawal,0
500.0,0.0663,0,1,1.38,0,0,0.14,Normal Baseline Cash Withdrawal,0
1600.0,0.0088,0,1,1.21,1,0,0.76,Normal Baseline Cash Withdrawal,0
1200.0,0.0409,0,0,4.66,0,0,0.55,Normal Baseline Cash Withdrawal,0
2400.0,0.0096,0,1,2.5,0,0,0.83,Normal Baseline Cash Withdrawal,0
700.0,0.052,0,1,3.15,0,0,0.18,Normal Baseline Cash Withdrawal,0
1800.0,0.0232,0,0,1.89,0,0,0.52,Normal Baseline Cash Withdrawal,0
2800.0,0.0433,0,1,1.32,0,0,0.65,Normal Baseline Cash Withdrawal,0
1800.0,0.0253,0,0,1.16,0,0,0.66,Normal Baseline Cash Withdrawal,0
1600.0,0.0455,0,1,1.3,0,0,0.43,Normal Baseline Cash Withdrawal,0
1400.0,0.0325,0,0,1.45,0,0,0.44,Normal Baseline Cash Withdrawal,0
1100.0,0.0018,0,2,0.1,0,0,0.45,Normal Baseline Cash Withdrawal,0
1000.0,0.0647,0,2,9.75,0,0,0.44,Normal Baseline Cash Withdrawal,0
1400.0,0.0372,0,0,1.93,0,0,0.46,Normal Baseline Cash Withdrawal,0
1300.0,0.0402,0,0,3.97,0,0,0.5,Normal Baseline Cash Withdrawal,0
3100.0,0.0194,0,1,6.99,0,0,0.7,Normal Baseline Cash Withdrawal,0
1100.0,0.0691,0,0,2.09,0,0,0.28,Normal Baseline Cash Withdrawal,0
2200.0,0.058,1,1,7.21,0,1,1.0,Normal Baseline Cash Withdrawal,0
6700.0,0.0752,0,1,0.1,0,0,1.98,Normal Baseline Cash Withdrawal,0
1700.0,0.0693,0,1,1.2,0,0,0.43,Normal Baseline Cash Withdrawal,0
1700.0,0.031,0,1,16.85,0,0,0.76,Normal Baseline Cash Withdrawal,0
2400.0,0.01,0,0,9.47,0,0,0.58,Normal Baseline Cash Withdrawal,0
2200.0,0.0287,0,1,4.83,0,0,0.55,Normal Baseline Cash Withdrawal,0
2800.0,0.0497,0,0,6.83,0,0,0.73,Normal Baseline Cash Withdrawal,0
5600.0,0.0181,0,2,1.48,0,0,1.53,Normal Baseline Cash Withdrawal,0
1500.0,0.0016,0,0,3.52,0,0,0.51,Normal Baseline Cash Withdrawal,0
3300.0,0.0077,0,1,3.93,0,0,1.37,Normal Baseline Cash Withdrawal,0
1000.0,0.0328,0,2,9.94,0,0,0.26,Normal Baseline Cash Withdrawal,0
2000.0,0.0346,0,1,0.76,0,0,0.48,Normal Baseline Cash Withdrawal,0
800.0,0.0507,0,1,2.54,0,0,0.22,Normal Baseline Cash Withdrawal,0
4900.0,0.0842,0,0,0.36,0,0,1.67,Normal Baseline Cash Withdrawal,0
3100.0,0.0513,0,0,10.83,0,0,1.13,Normal Baseline Cash Withdrawal,0
700.0,0.0431,0,1,0.47,0,0,0.26,Normal Baseline Cash Withdrawal,0
1200.0,0.0186,0,2,0.25,0,0,0.29,Normal Baseline Cash Withdrawal,0
1100.0,0.0118,0,0,4.63,0,0,0.49,Normal Baseline Cash Withdrawal,0
3900.0,0.0622,1,4,1.0,0,0,1.71,Normal Baseline Cash Withdrawal,0
800.0,0.0034,0,0,2.55,0,0,0.2,Normal Baseline Cash Withdrawal,0
2700.0,0.0395,0,1,1.66,0,0,1.3,Normal Baseline Cash Withdrawal,0
2000.0,0.0371,0,0,15.62,0,0,0.47,Normal Baseline Cash Withdrawal,0
5700.0,0.0653,0,0,0.35,1,0,1.51,Normal Baseline Cash Withdrawal,0
1000.0,0.0345,0,1,5.77,0,0,0.34,Normal Baseline Cash Withdrawal,0
1300.0,0.0283,0,0,6.76,0,0,0.36,Normal Baseline Cash Withdrawal,0
1500.0,0.0484,0,0,0.1,0,0,0.49,Normal Baseline Cash Withdrawal,0
1600.0,0.0785,0,1,1.95,0,0,0.48,Normal Baseline Cash Withdrawal,0
1200.0,0.0335,0,0,6.68,0,0,0.27,Normal Baseline Cash Withdrawal,0
1700.0,0.0296,0,0,2.56,0,0,0.43,Normal Baseline Cash Withdrawal,0
1100.0,0.0157,0,0,2.43,0,0,0.52,Normal Baseline Cash Withdrawal,0
1500.0,0.0451,0,1,2.07,0,0,0.38,Normal Baseline Cash Withdrawal,0
2900.0,0.0632,0,0,5.62,0,0,0.84,Normal Baseline Cash Withdrawal,0
900.0,0.0417,0,0,3.97,0,0,0.21,Normal Baseline Cash Withdrawal,0
1200.0,0.0156,1,2,0.13,0,0,0.43,Normal Baseline Cash Withdrawal,0
2600.0,0.0828,0,1,0.3,0,0,0.6,Normal Baseline Cash Withdrawal,0
3800.0,0.0266,0,1,5.61,0,0,1.03,Normal Baseline Cash Withdrawal,0
4500.0,0.0624,0,1,2.34,0,0,1.86,Normal Baseline Cash Withdrawal,0
1700.0,0.0356,0,2,3.11,0,0,0.38,Normal Baseline Cash Withdrawal,0
1700.0,0.0126,0,1,0.33,0,0,0.69,Normal Baseline Cash Withdrawal,0
14700.0,0.0422,0,0,1.3,0,0,6.49,Normal Baseline Cash Withdrawal,0
5100.0,0.0355,0,0,0.85,0,0,1.48,Normal Baseline Cash Withdrawal,0
3000.0,0.0776,0,2,0.48,0,0,1.06,Normal Baseline Cash Withdrawal,0
1100.0,0.0534,0,3,4.87,1,0,0.25,Normal Baseline Cash Withdrawal,0
2000.0,0.0623,0,1,1.2,0,0,0.76,Normal Baseline Cash Withdrawal,0
7600.0,0.0636,0,0,5.12,0,0,3.22,Normal Baseline Cash Withdrawal,0
2900.0,0.0046,0,2,8.21,0,0,0.9,Normal Baseline Cash Withdrawal,0
1800.0,0.0198,0,1,5.34,0,0,0.6,Normal Baseline Cash Withdrawal,0
6000.0,0.0107,0,0,5.38,0,1,2.41,Normal Baseline Cash Withdrawal,0
3600.0,0.0377,0,0,2.47,0,0,1.2,Normal Baseline Cash Withdrawal,0
1200.0,0.0221,0,2,4.64,1,0,0.29,Normal Baseline Cash Withdrawal,0
2300.0,0.0381,0,1,3.49,0,0,0.54,Normal Baseline Cash Withdrawal,0
1800.0,0.0496,0,1,1.48,0,0,0.4,Normal Baseline Cash Withdrawal,0
1600.0,0.0356,0,2,0.92,0,0,0.74,Normal Baseline Cash Withdrawal,0
6600.0,0.0094,0,1,6.79,0,0,2.39,Normal Baseline Cash Withdrawal,0
2700.0,0.0113,0,1,0.36,0,0,1.0,Normal Baseline Cash Withdrawal,0
1300.0,0.0106,0,0,10.73,0,0,0.64,Normal Baseline Cash Withdrawal,0
1400.0,0.0368,0,0,2.06,0,0,0.68,Normal Baseline Cash Withdrawal,0
2100.0,0.045,0,1,0.2,0,0,0.55,Normal Baseline Cash Withdrawal,0
5100.0,0.0159,0,1,1.94,0,0,1.46,Normal Baseline Cash Withdrawal,0
1600.0,0.0403,0,1,0.1,0,0,0.42,Normal Baseline Cash Withdrawal,0
800.0,0.0439,1,3,3.29,0,0,0.22,Normal Baseline Cash Withdrawal,0
1800.0,0.0252,0,1,3.27,0,0,0.75,Normal Baseline Cash Withdrawal,0
1900.0,0.0442,0,1,0.87,0,0,0.61,Normal Baseline Cash Withdrawal,0
800.0,0.0514,0,1,4.47,0,0,0.29,Normal Baseline Cash Withdrawal,0
500.0,0.0773,0,3,1.03,0,0,0.11,Normal Baseline Cash Withdrawal,0
8400.0,0.0697,0,1,7.24,0,0,2.9,Normal Baseline Cash Withdrawal,0
2000.0,0.0196,0,2,2.84,0,0,0.66,Normal Baseline Cash Withdrawal,0
5300.0,0.0472,0,2,2.06,0,0,1.19,Normal Baseline Cash Withdrawal,0
400.0,0.0123,0,0,3.78,0,0,0.12,Normal Baseline Cash Withdrawal,0
3500.0,0.0214,0,1,3.46,0,0,1.09,Normal Baseline Cash Withdrawal,0
2300.0,0.0432,0,2,0.59,0,0,0.75,Normal Baseline Cash Withdrawal,0
2600.0,0.0493,0,2,10.1,0,0,0.99,Normal Baseline Cash Withdrawal,0
4600.0,0.0273,0,1,3.87,0,0,2.07,Normal Baseline Cash Withdrawal,0
1300.0,0.0602,0,1,5.32,0,0,0.36,Normal Baseline Cash Withdrawal,0
2800.0,0.0283,0,1,0.93,0,0,1.2,Normal Baseline Cash Withdrawal,0
1900.0,0.0457,0,1,9.01,0,0,0.42,Normal Baseline Cash Withdrawal,0
6400.0,0.0329,0,0,13.68,0,0,1.96,Normal Baseline Cash Withdrawal,0
4700.0,0.0438,0,0,1.54,0,0,2.08,Normal Baseline Cash Withdrawal,0
1300.0,0.0804,0,0,6.61,0,0,0.48,Normal Baseline Cash Withdrawal,0
2900.0,0.0105,0,1,6.23,0,0,0.8,Normal Baseline Cash Withdrawal,0
3100.0,0.0612,0,0,0.42,0,0,0.94,Normal Baseline Cash Withdrawal,0
3700.0,0.0141,0,0,0.58,0,0,0.93,Normal Baseline Cash Withdrawal,0
14000.0,0.9741,3,4,29.22,1,0,6.55,Sudden Unused Channel Exploitation,1
18100.0,0.0194,0,0,0.68,0,0,4.82,Normal Baseline Cash Withdrawal,0
2800.0,0.0346,0,2,2.73,1,0,0.95,Normal Baseline Cash Withdrawal,0
7600.0,0.0233,0,2,3.82,0,0,2.28,Normal Baseline Cash Withdrawal,0
1000.0,0.0001,0,1,3.35,0,0,0.31,Normal Baseline Cash Withdrawal,0
3000.0,0.0846,0,0,1.35,0,0,0.69,Normal Baseline Cash Withdrawal,0
700.0,0.068,0,2,5.53,0,0,0.2,Normal Baseline Cash Withdrawal,0
1500.0,0.0158,0,0,1.41,0,0,0.53,Normal Baseline Cash Withdrawal,0
900.0,0.0638,0,1,12.24,0,0,0.2,Normal Baseline Cash Withdrawal,0
7500.0,0.0733,0,1,6.91,0,0,2.03,Normal Baseline Cash Withdrawal,0
5800.0,0.0362,0,2,2.3,0,0,1.79,Normal Baseline Cash Withdrawal,0
3000.0,0.0083,0,2,4.92,0,0,0.79,Normal Baseline Cash Withdrawal,0
800.0,0.0112,0,1,1.78,0,0,0.19,Normal Baseline Cash Withdrawal,0
1800.0,0.0522,0,0,0.72,0,0,0.87,Normal Baseline Cash Withdrawal,0
5300.0,0.076,0,2,1.36,0,0,1.4,Normal Baseline Cash Withdrawal,0
4700.0,0.0893,0,1,2.07,0,0,2.31,Normal Baseline Cash Withdrawal,0
1300.0,0.0547,0,1,2.28,0,0,0.46,Normal Baseline Cash Withdrawal,0
700.0,0.0107,0,0,0.29,0,0,0.18,Normal Baseline Cash Withdrawal,0
4700.0,0.029,0,3,0.48,0,0,1.81,Normal Baseline Cash Withdrawal,0
1100.0,0.0068,0,1,6.63,0,0,0.33,Normal Baseline Cash Withdrawal,0
3300.0,0.0258,0,2,13.73,0,0,1.18,Normal Baseline Cash Withdrawal,0
5200.0,0.0113,0,2,5.61,0,0,1.61,Normal Baseline Cash Withdrawal,0
1400.0,0.0334,0,1,4.18,0,0,0.4,Normal Baseline Cash Withdrawal,0
4200.0,0.0479,0,0,0.18,0,0,0.97,Normal Baseline Cash Withdrawal,0
2300.0,0.0055,0,0,0.82,0,0,1.11,Normal Baseline Cash Withdrawal,0
300.0,0.0814,0,0,9.31,0,0,0.13,Normal Baseline Cash Withdrawal,0
1200.0,0.0171,0,2,0.1,0,0,0.43,Normal Baseline Cash Withdrawal,0
3000.0,0.013,0,0,5.16,0,0,0.69,Normal Baseline Cash Withdrawal,0
1700.0,0.0692,0,2,0.97,0,0,0.4,Normal Baseline Cash Withdrawal,0
2400.0,0.0109,0,0,8.25,0,0,0.8,Normal Baseline Cash Withdrawal,0
1100.0,0.0728,0,1,2.59,0,0,0.29,Normal Baseline Cash Withdrawal,0
3100.0,0.0382,0,0,2.82,0,0,0.73,Normal Baseline Cash Withdrawal,0
2700.0,0.0548,0,1,2.77,0,0,0.64,Normal Baseline Cash Withdrawal,0
3700.0,0.0163,0,2,2.21,0,0,0.89,Normal Baseline Cash Withdrawal,0
1700.0,0.0308,0,0,0.8,0,0,0.39,Normal Baseline Cash Withdrawal,0
700.0,0.007,0,1,11.71,0,0,0.17,Normal Baseline Cash Withdrawal,0
6400.0,0.0088,1,2,1.77,0,0,2.52,Normal Baseline Cash Withdrawal,0
4500.0,0.0065,0,1,6.42,0,0,1.25,Normal Baseline Cash Withdrawal,0
2700.0,0.0724,0,0,0.19,0,0,0.83,Normal Baseline Cash Withdrawal,0
3900.0,0.04,0,1,3.55,0,0,1.91,Normal Baseline Cash Withdrawal,0
1200.0,0.0556,0,1,0.54,0,0,0.33,Normal Baseline Cash Withdrawal,0
6600.0,0.01,0,1,2.65,0,0,1.93,Normal Baseline Cash Withdrawal,0
5900.0,0.0182,0,0,0.55,0,0,2.61,Normal Baseline Cash Withdrawal,0
1700.0,0.0634,0,1,0.67,0,0,0.41,Normal Baseline Cash Withdrawal,0
2000.0,0.008,0,1,1.64,0,0,0.47,Normal Baseline Cash Withdrawal,0
4100.0,0.0134,0,1,4.32,0,0,0.99,Normal Baseline Cash Withdrawal,0
3600.0,0.0351,1,1,2.68,0,0,1.15,Normal Baseline Cash Withdrawal,0
5400.0,0.0548,0,1,0.39,0,0,1.91,Normal Baseline Cash Withdrawal,0
1400.0,0.0337,0,2,2.85,0,0,0.41,Normal Baseline Cash Withdrawal,0
600.0,0.0388,0,0,0.43,0,0,0.22,Normal Baseline Cash Withdrawal,0
2500.0,0.0174,0,1,1.18,0,0,1.18,Normal Baseline Cash Withdrawal,0
1100.0,0.0646,0,1,5.85,0,0,0.27,Normal Baseline Cash Withdrawal,0
1600.0,0.0876,0,2,2.08,0,0,0.48,Normal Baseline Cash Withdrawal,0
1400.0,0.0506,0,1,9.72,0,0,0.31,Normal Baseline Cash Withdrawal,0
2500.0,0.0141,0,0,4.61,0,0,0.82,Normal Baseline Cash Withdrawal,0
2700.0,0.0324,0,0,6.46,0,0,0.67,Normal Baseline Cash Withdrawal,0
1500.0,0.0531,0,3,5.24,0,0,0.44,Normal Baseline Cash Withdrawal,0
1300.0,0.0662,0,1,1.44,0,0,0.39,Normal Baseline Cash Withdrawal,0
1400.0,0.0008,0,0,6.59,0,0,0.58,Normal Baseline Cash Withdrawal,0
6500.0,0.0271,0,1,2.49,0,0,2.87,Normal Baseline Cash Withdrawal,0
1700.0,0.0026,0,2,1.56,0,0,0.64,Normal Baseline Cash Withdrawal,0
1400.0,0.0297,0,1,1.0,0,0,0.63,Normal Baseline Cash Withdrawal,0
4500.0,0.044,0,0,0.22,0,0,1.15,Normal Baseline Cash Withdrawal,0
2300.0,0.0109,0,0,5.24,0,0,0.58,Normal Baseline Cash Withdrawal,0
1400.0,0.012,0,3,0.97,0,0,0.39,Normal Baseline Cash Withdrawal,0
7400.0,0.0669,0,2,0.27,0,0,2.68,Normal Baseline Cash Withdrawal,0
3500.0,0.0655,0,1,1.48,0,0,0.84,Normal Baseline Cash Withdrawal,0
800.0,0.0293,0,1,6.89,0,1,0.27,Normal Baseline Cash Withdrawal,0
3300.0,0.0198,0,0,1.0,0,0,1.32,Normal Baseline Cash Withdrawal,0
1100.0,0.0525,0,1,2.37,0,0,0.38,Normal Baseline Cash Withdrawal,0
700.0,0.0605,0,0,2.19,0,0,0.24,Normal Baseline Cash Withdrawal,0
1000.0,0.0669,0,0,5.51,0,0,0.37,Normal Baseline Cash Withdrawal,0
2600.0,0.0421,0,1,1.66,0,0,0.63,Normal Baseline Cash Withdrawal,0
1900.0,0.0422,0,2,0.37,0,0,0.88,Normal Baseline Cash Withdrawal,0
5400.0,0.0356,0,0,9.36,0,0,1.98,Normal Baseline Cash Withdrawal,0
1600.0,0.0595,0,0,0.99,0,0,0.53,Normal Baseline Cash Withdrawal,0
2100.0,0.0254,0,1,1.32,0,0,0.91,Normal Baseline Cash Withdrawal,0
600.0,0.0499,0,1,2.18,0,0,0.13,Normal Baseline Cash Withdrawal,0
2300.0,0.0779,0,0,0.97,0,0,0.63,Normal Baseline Cash Withdrawal,0
2900.0,0.0127,0,1,4.04,0,0,0.92,Normal Baseline Cash Withdrawal,0
3900.0,0.0119,0,1,2.06,0,0,1.12,Normal Baseline Cash Withdrawal,0
2200.0,0.0147,0,0,0.21,0,0,0.99,Normal Baseline Cash Withdrawal,0
2100.0,0.0678,0,3,0.71,0,1,0.5,Normal Baseline Cash Withdrawal,0
900.0,0.0337,0,0,2.6,0,0,0.23,Normal Baseline Cash Withdrawal,0
2400.0,0.028,0,0,4.35,0,0,0.56,Normal Baseline Cash Withdrawal,0
3000.0,0.0125,0,1,2.12,0,0,0.84,Normal Baseline Cash Withdrawal,0
1400.0,0.0262,0,2,7.49,0,0,0.38,Normal Baseline Cash Withdrawal,0
2500.0,0.0512,0,1,1.9,0,0,0.72,Normal Baseline Cash Withdrawal,0
800.0,0.0596,0,1,11.84,0,0,0.2,Normal Baseline Cash Withdrawal,0
1300.0,0.0683,0,1,3.92,0,0,0.54,Normal Baseline Cash Withdrawal,0
4500.0,0.0734,0,1,1.2,0,0,1.2,Normal Baseline Cash Withdrawal,0
4300.0,0.0125,1,2,2.4,0,0,1.11,Normal Baseline Cash Withdrawal,0
1200.0,0.0682,0,1,1.9,0,0,0.33,Normal Baseline Cash Withdrawal,0
1500.0,0.027,0,1,0.18,0,0,0.37,Normal Baseline Cash Withdrawal,0
3700.0,0.0065,0,0,3.17,0,0,1.24,Normal Baseline Cash Withdrawal,0
4500.0,0.0334,0,2,0.1,0,0,1.89,Normal Baseline Cash Withdrawal,0
3800.0,0.0416,0,1,7.21,0,0,1.55,Normal Baseline Cash Withdrawal,0
1700.0,0.023,0,3,0.13,0,0,0.8,Normal Baseline Cash Withdrawal,0
4600.0,0.0737,0,1,1.53,0,0,1.93,Normal Baseline Cash Withdrawal,0
1900.0,0.0113,0,1,2.57,0,0,0.5,Normal Baseline Cash Withdrawal,0
3400.0,0.0433,0,2,5.4,0,0,1.21,Normal Baseline Cash Withdrawal,0
4000.0,0.0299,0,0,0.33,0,0,1.51,Normal Baseline Cash Withdrawal,0
1100.0,0.0414,0,0,0.21,0,0,0.42,Normal Baseline Cash Withdrawal,0
6500.0,0.0411,0,0,1.16,0,0,2.75,Normal Baseline Cash Withdrawal,0
3600.0,0.054,0,0,2.72,0,0,1.12,Normal Baseline Cash Withdrawal,0
3000.0,0.0037,0,0,2.43,0,0,0.88,Normal Baseline Cash Withdrawal,0
2400.0,0.0046,0,1,5.33,0,0,0.91,Normal Baseline Cash Withdrawal,0
1500.0,0.0486,0,0,1.64,0,0,0.4,Normal Baseline Cash Withdrawal,0
2600.0,0.0094,0,0,10.08,0,0,0.99,Normal Baseline Cash Withdrawal,0
1500.0,0.0579,0,0,16.01,0,0,0.59,Normal Baseline Cash Withdrawal,0
3400.0,0.0094,0,0,2.2,0,0,0.76,Normal Baseline Cash Withdrawal,0
900.0,0.0506,0,1,1.51,0,0,0.29,Normal Baseline Cash Withdrawal,0
1400.0,0.0591,0,3,2.5,0,0,0.41,Normal Baseline Cash Withdrawal,0
1800.0,0.0872,0,0,0.99,0,0,0.6,Normal Baseline Cash Withdrawal,0
6700.0,0.0145,0,0,1.87,0,0,1.57,Normal Baseline Cash Withdrawal,0
700.0,0.0081,0,0,2.16,0,0,0.31,Normal Baseline Cash Withdrawal,0
2000.0,0.0214,0,0,2.94,0,0,0.58,Normal Baseline Cash Withdrawal,0
26000.0,0.2955,4,10,34.72,1,2,8.66,Nocturnal ATM Cash-Out with PIN Failures,1
1000.0,0.0294,0,1,2.48,0,0,0.26,Normal Baseline Cash Withdrawal,0
2600.0,0.0604,0,1,2.76,0,0,1.13,Normal Baseline Cash Withdrawal,0
500.0,0.0306,0,1,5.35,0,0,0.13,Normal Baseline Cash Withdrawal,0
2300.0,0.0469,0,0,0.49,0,0,0.59,Normal Baseline Cash Withdrawal,0
3300.0,0.0791,0,0,0.3,0,0,1.23,Normal Baseline Cash Withdrawal,0
4000.0,0.0543,0,0,2.44,0,0,1.62,Normal Baseline Cash Withdrawal,0
7200.0,0.0693,0,0,4.0,0,0,3.1,Normal Baseline Cash Withdrawal,0
500.0,0.0257,0,0,3.89,0,0,0.16,Normal Baseline Cash Withdrawal,0
1800.0,0.0705,0,0,0.98,0,0,0.86,Normal Baseline Cash Withdrawal,0
3400.0,0.0734,0,0,2.13,0,1,1.1,Normal Baseline Cash Withdrawal,0
300.0,0.0173,0,0,6.0,0,0,0.08,Normal Baseline Cash Withdrawal,0
2300.0,0.0426,0,1,6.95,0,0,0.73,Normal Baseline Cash Withdrawal,0
1500.0,0.0549,0,0,4.95,0,0,0.62,Normal Baseline Cash Withdrawal,0
900.0,0.0444,0,0,1.35,0,0,0.23,Normal Baseline Cash Withdrawal,0
500.0,0.0236,0,0,3.76,0,0,0.12,Normal Baseline Cash Withdrawal,0
1200.0,0.0078,0,0,3.9,0,0,0.43,Normal Baseline Cash Withdrawal,0
5500.0,0.0715,0,1,1.79,0,0,1.27,Normal Baseline Cash Withdrawal,0
1200.0,0.0075,1,1,15.23,0,0,0.42,Normal Baseline Cash Withdrawal,0
1400.0,0.0035,0,2,0.16,0,0,0.36,Normal Baseline Cash Withdrawal,0
2900.0,0.0798,0,2,3.14,0,0,1.03,Normal Baseline Cash Withdrawal,0
3300.0,0.0049,0,2,4.56,0,0,1.26,Normal Baseline Cash Withdrawal,0
1400.0,0.0642,0,1,5.61,0,0,0.33,Normal Baseline Cash Withdrawal,0
15500.0,0.9793,2,3,52.74,1,0,6.59,Sudden Unused Channel Exploitation,1
1000.0,0.0643,0,0,0.92,0,0,0.34,Normal Baseline Cash Withdrawal,0
1600.0,0.075,0,2,7.41,0,0,0.78,Normal Baseline Cash Withdrawal,0
1400.0,0.0419,0,1,2.28,0,0,0.66,Normal Baseline Cash Withdrawal,0
1400.0,0.0801,0,0,4.29,0,0,0.51,Normal Baseline Cash Withdrawal,0
1800.0,0.0172,0,0,3.67,0,0,0.72,Normal Baseline Cash Withdrawal,0
2400.0,0.0317,0,0,6.36,0,0,0.79,Normal Baseline Cash Withdrawal,0
1800.0,0.0386,0,2,2.94,0,0,0.74,Normal Baseline Cash Withdrawal,0
19500.0,0.958,3,9,147.17,0,0,12.75,Sudden Unused Channel Exploitation,1
2700.0,0.0251,0,1,1.57,0,0,0.68,Normal Baseline Cash Withdrawal,0
3000.0,0.0875,0,0,1.94,1,0,1.04,Normal Baseline Cash Withdrawal,0
2400.0,0.004,0,2,0.79,0,0,0.56,Normal Baseline Cash Withdrawal,0
1100.0,0.0154,0,3,0.88,0,0,0.26,Normal Baseline Cash Withdrawal,0
5400.0,0.0637,0,1,1.0,0,0,1.39,Normal Baseline Cash Withdrawal,0
3000.0,0.0799,0,2,1.14,0,0,0.81,Normal Baseline Cash Withdrawal,0
2600.0,0.0879,0,0,0.45,0,0,0.58,Normal Baseline Cash Withdrawal,0
2200.0,0.0757,0,2,7.88,0,0,0.5,Normal Baseline Cash Withdrawal,0
1200.0,0.0777,0,0,0.1,0,0,0.32,Normal Baseline Cash Withdrawal,0
900.0,0.0765,0,2,1.34,0,0,0.41,Normal Baseline Cash Withdrawal,0
3300.0,0.0301,0,1,0.93,0,0,0.9,Normal Baseline Cash Withdrawal,0
1000.0,0.0712,0,2,1.28,0,0,0.31,Normal Baseline Cash Withdrawal,0
2300.0,0.0136,0,0,0.83,0,0,0.56,Normal Baseline Cash Withdrawal,0
2700.0,0.0263,0,0,4.37,0,0,0.65,Normal Baseline Cash Withdrawal,0
1700.0,0.0672,0,3,1.89,0,0,0.59,Normal Baseline Cash Withdrawal,0
7400.0,0.0363,0,1,1.12,0,0,2.9,Normal Baseline Cash Withdrawal,0
4100.0,0.0587,0,0,2.31,0,0,1.16,Normal Baseline Cash Withdrawal,0
1900.0,0.0426,0,0,0.4,0,0,0.48,Normal Baseline Cash Withdrawal,0
37000.0,0.6774,5,13,57.14,0,1,11.37,Cash-Out Burst / Rapid Draining (Pattern 39/40),1
1700.0,0.0133,0,1,5.64,0,0,0.68,Normal Baseline Cash Withdrawal,0
2900.0,0.0087,0,0,0.38,0,1,0.8,Normal Baseline Cash Withdrawal,0
3500.0,0.0351,0,3,2.53,0,1,0.79,Normal Baseline Cash Withdrawal,0
9600.0,0.0734,0,1,0.79,0,0,3.25,Normal Baseline Cash Withdrawal,0
2000.0,0.0062,1,1,4.83,0,0,0.59,Normal Baseline Cash Withdrawal,0
4900.0,0.0052,0,1,1.72,0,0,2.18,Normal Baseline Cash Withdrawal,0
2200.0,0.0071,0,0,0.51,0,0,0.53,Normal Baseline Cash Withdrawal,0
2200.0,0.0216,0,0,4.42,0,0,0.53,Normal Baseline Cash Withdrawal,0
2300.0,0.038,0,1,0.46,0,0,0.57,Normal Baseline Cash Withdrawal,0
2300.0,0.0397,0,0,6.22,1,0,0.51,Normal Baseline Cash Withdrawal,0
2600.0,0.0296,0,3,1.6,0,0,0.92,Normal Baseline Cash Withdrawal,0
2000.0,0.0213,0,1,4.09,0,0,0.45,Normal Baseline Cash Withdrawal,0
5300.0,0.0749,0,1,0.15,0,0,1.3,Normal Baseline Cash Withdrawal,0
1000.0,0.038,0,2,0.14,0,0,0.37,Normal Baseline Cash Withdrawal,0
5000.0,0.0631,0,1,0.11,0,0,1.31,Normal Baseline Cash Withdrawal,0
1200.0,0.0384,0,3,7.09,0,0,0.54,Normal Baseline Cash Withdrawal,0
3100.0,0.0508,0,1,6.43,0,0,0.92,Normal Baseline Cash Withdrawal,0
4900.0,0.024,0,1,4.82,0,0,1.54,Normal Baseline Cash Withdrawal,0
4700.0,0.0376,0,1,5.14,0,0,1.12,Normal Baseline Cash Withdrawal,0
2400.0,0.0127,0,0,1.11,0,0,0.59,Normal Baseline Cash Withdrawal,0
